line: 0; - real tweet; 81.822115% confidence 
line: 1947; - fake tweet; 89.621538% confidence 
line: 1958; - real tweet; 74.374789% confidence 
line: 1964; - fake tweet; 64.032078% confidence 
line: 1970; - fake tweet; 71.059632% confidence 
line: 1974; - fake tweet; 58.361983% confidence 
line: 1977; - real tweet; 99.389738% confidence 
line: 1978; - real tweet; 95.667720% confidence 
line: 1982; - real tweet; 99.934167% confidence 
line: 1984; - fake tweet; 79.238808% confidence 
line: 1988; - fake tweet; 97.602195% confidence 
line: 1993; - fake tweet; 98.380858% confidence 
line: 1997; - real tweet; 92.340690% confidence 
line: 1998; - real tweet; 99.934167% confidence 
line: 2002; - fake tweet; 73.033506% confidence 
line: 2004; - fake tweet; 98.380858% confidence 
line: 2005; - real tweet; 73.960721% confidence 
line: 2008; - fake tweet; 90.645361% confidence 
line: 2011; - real tweet; 99.709356% confidence 
line: 2013; - fake tweet; 93.278915% confidence 
line: 2018; - real tweet; 99.499714% confidence 
line: 2021; - real tweet; 99.614328% confidence 
line: 2025; - fake tweet; 94.898707% confidence 
line: 2029; - real tweet; 99.863082% confidence 
line: 2030; - real tweet; 99.709356% confidence 
line: 2032; - fake tweet; 90.645361% confidence 
line: 2037; - real tweet; 84.049094% confidence 
line: 2041; - fake tweet; 85.523236% confidence 
line: 2044; - real tweet; 99.865603% confidence 
line: 2048; - real tweet; 99.499714% confidence 
line: 2052; - real tweet; 96.177995% confidence 
line: 2053; - real tweet; 79.760742% confidence 
line: 2054; - real tweet; 98.475975% confidence 
line: 2062; - real tweet; 87.999195% confidence 
line: 2065; - fake tweet; 80.204195% confidence 
line: 2066; - fake tweet; 77.222598% confidence 
line: 2072; - real tweet; 96.857518% confidence 
line: 2079; - fake tweet; 58.397967% confidence 
line: 2080; - fake tweet; 92.387110% confidence 
line: 2085; - fake tweet; 80.204195% confidence 
line: 2088; - fake tweet; 90.645361% confidence 
line: 2090; - fake tweet; 86.555916% confidence 
line: 2092; - fake tweet; 56.958562% confidence 
line: 2093; - fake tweet; 97.062474% confidence 
line: 2101; - real tweet; 90.849358% confidence 
line: 2104; - fake tweet; 84.426016% confidence 
line: 2105; - fake tweet; 91.633993% confidence 
line: 2106; - fake tweet; 90.645361% confidence 
line: 2107; - real tweet; 86.531693% confidence 
line: 2120; - fake tweet; 80.204195% confidence 
line: 2124; - real tweet; 57.281500% confidence 
line: 2127; - fake tweet; 99.468863% confidence 
line: 2130; - fake tweet; 60.339630% confidence 
line: 2132; - fake tweet; 99.759609% confidence 
line: 2135; - fake tweet; 95.286846% confidence 
line: 2137; - fake tweet; 94.854218% confidence 
line: 2140; - fake tweet; 99.346632% confidence 
line: 2143; - fake tweet; 93.804342% confidence 
line: 2147; - fake tweet; 79.578459% confidence 
line: 2151; - fake tweet; 93.039811% confidence 
line: 2152; - fake tweet; 60.573000% confidence 
line: 2155; - fake tweet; 96.411330% confidence 
line: 2156; - fake tweet; 85.523236% confidence 
line: 2162; - fake tweet; 85.523236% confidence 
line: 2165; - real tweet; 80.336714% confidence 
line: 2166; - real tweet; 92.208737% confidence 
line: 2167; - fake tweet; 90.410501% confidence 
line: 2168; - fake tweet; 96.862978% confidence 
line: 2170; - fake tweet; 93.804342% confidence 
line: 2178; - real tweet; 99.949956% confidence 
line: 2180; - real tweet; 98.220301% confidence 
line: 2182; - fake tweet; 70.968992% confidence 
line: 2184; - fake tweet; 98.907393% confidence 
line: 2185; - real tweet; 81.647485% confidence 
line: 2187; - fake tweet; 95.130849% confidence 
line: 2196; - fake tweet; 88.184577% confidence 
line: 2197; - real tweet; 98.090601% confidence 
line: 2199; - fake tweet; 69.644588% confidence 
line: 2200; - fake tweet; 99.707353% confidence 
line: 2201; - fake tweet; 90.843767% confidence 
line: 2202; - real tweet; 91.358143% confidence 
line: 2206; - fake tweet; 70.968992% confidence 
line: 2208; - fake tweet; 68.778086% confidence 
line: 2218; - fake tweet; 98.953080% confidence 
line: 2223; - fake tweet; 85.523236% confidence 
line: 2224; - fake tweet; 71.804953% confidence 
line: 2226; - fake tweet; 86.641395% confidence 
line: 2228; - fake tweet; 80.050254% confidence 
line: 2232; - fake tweet; 80.050254% confidence 
line: 2234; - real tweet; 95.137799% confidence 
line: 2243; - real tweet; 85.462850% confidence 
line: 2247; - fake tweet; 93.166840% confidence 
line: 2249; - fake tweet; 80.050254% confidence 
line: 2252; - real tweet; 96.418554% confidence 
line: 2253; - real tweet; 99.550962% confidence 
line: 2259; - fake tweet; 96.981144% confidence 
line: 2261; - fake tweet; 98.676932% confidence 
line: 2264; - fake tweet; 95.564395% confidence 
line: 2268; - fake tweet; 95.480245% confidence 
line: 2269; - fake tweet; 95.480245% confidence 
line: 2270; - fake tweet; 96.492827% confidence 
line: 2276; - real tweet; 90.959311% confidence 
line: 2283; - fake tweet; 98.363000% confidence 
line: 2287; - fake tweet; 92.977792% confidence 
line: 2290; - fake tweet; 90.645361% confidence 
line: 2291; - fake tweet; 85.391366% confidence 
line: 2293; - fake tweet; 98.035634% confidence 
line: 2295; - fake tweet; 90.932220% confidence 
line: 2302; - real tweet; 56.270182% confidence 
line: 2305; - fake tweet; 90.645361% confidence 
line: 2310; - fake tweet; 90.645361% confidence 
line: 2313; - real tweet; 51.353252% confidence 
line: 2316; - real tweet; 51.353252% confidence 
line: 2320; - fake tweet; 92.680943% confidence 
line: 2322; - real tweet; 58.450443% confidence 
line: 2323; - real tweet; 98.911637% confidence 
line: 2326; - fake tweet; 75.416738% confidence 
line: 2328; - real tweet; 99.412364% confidence 
line: 2331; - fake tweet; 93.840867% confidence 
line: 2335; - real tweet; 99.832779% confidence 
line: 2338; - fake tweet; 59.827316% confidence 
line: 2343; - real tweet; 76.301175% confidence 
line: 2344; - real tweet; 51.353252% confidence 
line: 2345; - fake tweet; 92.451417% confidence 
line: 2353; - fake tweet; 94.898707% confidence 
line: 2355; - fake tweet; 60.339630% confidence 
line: 2357; - fake tweet; 98.514462% confidence 
line: 2360; - fake tweet; 90.645361% confidence 
line: 2365; - fake tweet; 99.206573% confidence 
line: 2369; - fake tweet; 92.680943% confidence 
line: 2371; - fake tweet; 90.234345% confidence 
line: 2378; - fake tweet; 87.344277% confidence 
line: 2380; - fake tweet; 92.979079% confidence 
line: 2381; - fake tweet; 85.523236% confidence 
line: 2383; - fake tweet; 91.623431% confidence 
line: 2384; - fake tweet; 90.645361% confidence 
line: 2392; - fake tweet; 60.036087% confidence 
line: 2393; - fake tweet; 50.333351% confidence 
line: 2401; - fake tweet; 94.473851% confidence 
line: 2403; - fake tweet; 91.122502% confidence 
line: 2404; - real tweet; 61.619681% confidence 
line: 2405; - fake tweet; 99.726140% confidence 
line: 2407; - fake tweet; 98.958069% confidence 
line: 2411; - fake tweet; 98.335212% confidence 
line: 2424; - fake tweet; 99.821824% confidence 
line: 2426; - fake tweet; 90.645361% confidence 
line: 2431; - fake tweet; 97.412318% confidence 
line: 2433; - fake tweet; 97.375745% confidence 
line: 2434; - fake tweet; 98.916489% confidence 
line: 2436; - fake tweet; 90.645361% confidence 
line: 2439; - fake tweet; 96.905857% confidence 
line: 2444; - fake tweet; 99.567348% confidence 
line: 2447; - fake tweet; 91.456383% confidence 
line: 2448; - fake tweet; 90.625840% confidence 
line: 2449; - fake tweet; 99.532253% confidence 
line: 2450; - fake tweet; 86.552817% confidence 
line: 2461; - real tweet; 75.976902% confidence 
line: 2469; - fake tweet; 99.564409% confidence 
line: 2472; - fake tweet; 72.666520% confidence 
line: 2473; - fake tweet; 90.075105% confidence 
line: 2474; - fake tweet; 90.049821% confidence 
line: 2477; - fake tweet; 87.577325% confidence 
line: 2481; - fake tweet; 91.279161% confidence 
line: 2484; - fake tweet; 90.645361% confidence 
line: 2495; - real tweet; 51.912206% confidence 
line: 2503; - fake tweet; 98.816782% confidence 
line: 2509; - real tweet; 92.052436% confidence 
line: 2511; - real tweet; 99.783677% confidence 
line: 2518; - real tweet; 99.913412% confidence 
line: 2522; - fake tweet; 80.204195% confidence 
line: 2525; - real tweet; 99.531543% confidence 
line: 2526; - fake tweet; 53.000951% confidence 
line: 2529; - fake tweet; 80.204195% confidence 
line: 2533; - fake tweet; 80.204195% confidence 
line: 2549; - fake tweet; 99.145013% confidence 
line: 2551; - fake tweet; 90.645361% confidence 
line: 2558; - real tweet; 92.047906% confidence 
line: 2562; - real tweet; 86.983097% confidence 
line: 2563; - real tweet; 80.883700% confidence 
line: 2567; - fake tweet; 90.645361% confidence 
line: 2574; - real tweet; 98.748082% confidence 
line: 2577; - real tweet; 63.704962% confidence 
line: 2578; - real tweet; 78.381985% confidence 
line: 2580; - real tweet; 55.075204% confidence 
line: 2581; - fake tweet; 94.568127% confidence 
line: 2583; - real tweet; 92.606306% confidence 
line: 2584; - fake tweet; 99.328762% confidence 
line: 2586; - real tweet; 94.207513% confidence 
line: 2589; - real tweet; 94.071722% confidence 
line: 2595; - fake tweet; 81.860882% confidence 
line: 2596; - real tweet; 66.261709% confidence 
line: 2600; - real tweet; 97.366017% confidence 
line: 2601; - fake tweet; 71.686685% confidence 
line: 2607; - real tweet; 70.238799% confidence 
line: 2610; - fake tweet; 72.517043% confidence 
line: 2613; - fake tweet; 99.593532% confidence 
line: 2615; - fake tweet; 52.564287% confidence 
line: 2618; - fake tweet; 88.212663% confidence 
line: 2620; - fake tweet; 93.804342% confidence 
line: 2623; - real tweet; 99.970633% confidence 
line: 2626; - fake tweet; 98.288614% confidence 
line: 2630; - fake tweet; 70.007837% confidence 
line: 2634; - real tweet; 99.962032% confidence 
line: 2636; - real tweet; 98.798698% confidence 
line: 2638; - fake tweet; 80.204195% confidence 
line: 2639; - real tweet; 99.804568% confidence 
line: 2646; - fake tweet; 65.407884% confidence 
line: 2650; - real tweet; 99.965513% confidence 
line: 2652; - real tweet; 66.113234% confidence 
line: 2653; - fake tweet; 90.645361% confidence 
line: 2654; - fake tweet; 95.667571% confidence 
line: 2662; - fake tweet; 91.194010% confidence 
line: 2665; - fake tweet; 97.955692% confidence 
line: 2669; - fake tweet; 84.038752% confidence 
line: 2674; - fake tweet; 99.253863% confidence 
line: 2678; - real tweet; 58.093601% confidence 
line: 2681; - fake tweet; 73.067629% confidence 
line: 2685; - fake tweet; 98.975080% confidence 
line: 2686; - fake tweet; 99.641430% confidence 
line: 2690; - fake tweet; 95.196265% confidence 
line: 2697; - fake tweet; 98.459458% confidence 
line: 2699; - fake tweet; 63.270193% confidence 
line: 2704; - fake tweet; 94.080120% confidence 
line: 2705; - fake tweet; 90.645361% confidence 
line: 2710; - fake tweet; 81.560266% confidence 
line: 2712; - fake tweet; 99.805933% confidence 
line: 2713; - fake tweet; 90.645361% confidence 
line: 2716; - fake tweet; 90.645361% confidence 
line: 2717; - fake tweet; 83.536297% confidence 
line: 2718; - fake tweet; 96.223491% confidence 
line: 2721; - fake tweet; 92.655939% confidence 
line: 2722; - fake tweet; 75.249082% confidence 
line: 2735; - fake tweet; 90.645361% confidence 
line: 2737; - fake tweet; 90.645361% confidence 
line: 2738; - fake tweet; 97.918862% confidence 
line: 2742; - fake tweet; 92.680943% confidence 
line: 2745; - fake tweet; 77.219975% confidence 
line: 2746; - fake tweet; 90.645361% confidence 
line: 2747; - fake tweet; 94.160086% confidence 
line: 2750; - fake tweet; 97.836518% confidence 
line: 2751; - fake tweet; 90.645361% confidence 
line: 2754; - fake tweet; 97.742885% confidence 
line: 2762; - fake tweet; 94.568127% confidence 
line: 2764; - fake tweet; 97.612065% confidence 
line: 2772; - fake tweet; 99.749869% confidence 
line: 2775; - fake tweet; 97.999382% confidence 
line: 2776; - fake tweet; 99.810839% confidence 
line: 2779; - fake tweet; 90.886289% confidence 
line: 2781; - fake tweet; 94.683051% confidence 
line: 2789; - fake tweet; 99.003953% confidence 
line: 2790; - fake tweet; 99.058914% confidence 
line: 2791; - fake tweet; 79.238808% confidence 
line: 2798; - fake tweet; 97.919285% confidence 
line: 2800; - fake tweet; 99.490523% confidence 
line: 2804; - fake tweet; 90.645361% confidence 
line: 2805; - real tweet; 95.181346% confidence 
line: 2806; - real tweet; 89.233249% confidence 
line: 2809; - fake tweet; 97.602195% confidence 
line: 2810; - fake tweet; 79.384637% confidence 
line: 2812; - real tweet; 82.643247% confidence 
line: 2814; - fake tweet; 63.270193% confidence 
line: 2816; - fake tweet; 93.804342% confidence 
line: 2818; - real tweet; 82.702738% confidence 
line: 2823; - fake tweet; 89.753866% confidence 
line: 2824; - fake tweet; 92.680943% confidence 
line: 2834; - real tweet; 87.113404% confidence 
line: 2837; - real tweet; 52.799469% confidence 
line: 2840; - fake tweet; 93.039811% confidence 
line: 2845; - real tweet; 99.980289% confidence 
line: 2847; - real tweet; 99.976856% confidence 
line: 2848; - fake tweet; 90.645361% confidence 
line: 2850; - fake tweet; 75.083703% confidence 
line: 2859; - fake tweet; 92.077053% confidence 
line: 2862; - real tweet; 78.603840% confidence 
line: 2868; - real tweet; 58.112758% confidence 
line: 2874; - fake tweet; 92.680943% confidence 
line: 2876; - fake tweet; 94.133699% confidence 
line: 2892; - fake tweet; 94.211870% confidence 
line: 2894; - real tweet; 84.585077% confidence 
line: 2897; - fake tweet; 85.523236% confidence 
line: 2901; - real tweet; 89.666408% confidence 
line: 2903; - fake tweet; 93.536627% confidence 
line: 2904; - fake tweet; 96.153331% confidence 
line: 2906; - fake tweet; 87.506175% confidence 
line: 29145; - fake tweet; 97.955692% confidence 
line: 2669; - fake tweet; 84.038752% confidence 
line: 2918; - fake tweet; 99.296170% confidence 
line: 2919; - fake tweet; 90.645361% confidence 
line: 2923; - real tweet; 84.226602% confidence 
line: 2926; - fake tweet; 80.204195% confidence 
line: 2928; - fake tweet; 97.113943% confidence 
line: 2930; - fake tweet; 94.931656% confidence 
line: 2938; - fake tweet; 78.274792% confidence 
line: 2940; - fake tweet; 54.340500% confidence 
line: 2949; - fake tweet; 98.793483% confidence 
line: 2951; - fake tweet; 93.039811% confidence 
line: 2958; - fake tweet; 85.515386% confidence 
line: 2961; - fake tweet; 97.096115% confidence 
line: 2962; - fake tweet; 85.523236% confidence 
line: 2964; - fake tweet; 50.642419% confidence 
line: 2966; - fake tweet; 90.645361% confidence 
line: 2967; - fake tweet; 90.523010% confidence 
line: 2968; - fake tweet; 80.063874% confidence 
line: 2972; - fake tweet; 99.846613% confidence 
line: 2977; - fake tweet; 99.531108% confidence 
line: 2978; - real tweet; 91.611916% confidence 
line: 2979; - fake tweet; 95.903945% confidence 
line: 2981; - fake tweet; 94.212747% confidence 
line: 2985; - real tweet; 59.537089% confidence 
line: 2986; - fake tweet; 93.002057% confidence 
line: 2989; - real tweet; 97.312623% confidence 
line: 2994; - fake tweet; 98.272711% confidence 
line: 2996; - real tweet; 99.795651% confidence 
line: 2997; - fake tweet; 98.149800% confidence 
line: 2999; - fake tweet; 94.025880% confidence 
line: 3002; - fake tweet; 90.645361% confidence 
line: 3007; - fake tweet; 87.308973% confidence 
line: 3008; - fake tweet; 90.645361% confidence 
line: 3017; - fake tweet; 96.566576% confidence 
line: 3020; - fake tweet; 88.719821% confidence 
line: 3024; - fake tweet; 57.659698% confidence 
line: 3028; - real tweet; 84.855616% confidence 
line: 3031; - real tweet; 61.422443% confidence 
line: 3032; - real tweet; 97.349125% confidence 
line: 3033; - fake tweet; 54.934329% confidence 
line: 3035; - fake tweet; 67.867458% confidence 
line: 3040; - fake tweet; 60.942584% confidence 
line: 3041; - fake tweet; 94.568127% confidence 
line: 3046; - fake tweet; 99.278224% confidence 
line: 3050; - real tweet; 87.394142% confidence 
line: 3063; - real tweet; 66.054785% confidence 
line: 3065; - real tweet; 56.093866% confidence 
line: 3067; - fake tweet; 67.537099% confidence 
line: 3069; - fake tweet; 90.645361% confidence 
line: 3076; - real tweet; 88.009739% confidence 
line: 3078; - fake tweet; 92.680943% confidence 
line: 3081; - real tweet; 53.219622% confidence 
line: 3087; - real tweet; 95.359820% confidence 
line: 3088; - fake tweet; 94.568127% confidence 
line: 3094; - fake tweet; 83.982641% confidence 
line: 3096; - fake tweet; 90.645361% confidence 
line: 3098; - real tweet; 89.394659% confidence 
line: 3103; - fake tweet; 56.586063% confidence 
line: 3110; - real tweet; 99.975067% confidence 
line: 3113; - real tweet; 99.945742% confidence 
line: 3121; - real tweet; 99.986184% confidence 
line: 3127; - real tweet; 99.971491% confidence 
line: 3128; - real tweet; 99.961156% confidence 
line: 3129; - real tweet; 99.984241% confidence 
line: 3135; - real tweet; 99.985671% confidence 
line: 3143; - real tweet; 99.890327% confidence 
line: 3146; - fake tweet; 80.204195% confidence 
line: 3148; - real tweet; 99.932897% confidence 
line: 3149; - fake tweet; 93.804342% confidence 
line: 3151; - fake tweet; 79.238808% confidence 
line: 3156; - fake tweet; 97.527957% confidence 
line: 3160; - fake tweet; 99.633992% confidence 
line: 3164; - fake tweet; 63.523710% confidence 
line: 3169; - fake tweet; 97.602195% confidence 
line: 3178; - fake tweet; 90.645361% confidence 
line: 3187; - fake tweet; 90.645361% confidence 
line: 3194; - fake tweet; 80.204195% confidence 
line: 3202; - fake tweet; 89.943469% confidence 
line: 3203; - fake tweet; 91.817021% confidence 
line: 3204; - fake tweet; 75.371814% confidence 
line: 3206; - fake tweet; 71.715647% confidence 
line: 3207; - fake tweet; 96.702117% confidence 
line: 3208; - fake tweet; 94.532961% confidence 
line: 3209; - real tweet; 95.613527% confidence 
line: 3213; - fake tweet; 91.452372% confidence 
line: 3214; - fake tweet; 90.032858% confidence 
line: 3215; - fake tweet; 97.110254% confidence 
line: 3220; - fake tweet; 89.126790% confidence 
line: 3223; - fake tweet; 91.817021% confidence 
line: 3224; - fake tweet; 97.393239% confidence 
line: 3226; - fake tweet; 97.133273% confidence 
line: 3228; - fake tweet; 90.645361% confidence 
line: 3230; - fake tweet; 96.899354% confidence 
line: 3232; - fake tweet; 96.075517% confidence 
line: 3233; - fake tweet; 95.139766% confidence 
line: 3234; - fake tweet; 87.351525% confidence 
line: 3238; - fake tweet; 90.134656% confidence 
line: 3246; - fake tweet; 93.804342% confidence 
line: 3247; - fake tweet; 90.645361% confidence 
line: 3250; - real tweet; 55.712014% confidence 
line: 3251; - fake tweet; 72.763497% confidence 
line: 3254; - fake tweet; 90.645361% confidence 
line: 3257; - real tweet; 94.423211% confidence 
line: 3258; - fake tweet; 93.039811% confidence 
line: 3261; - fake tweet; 91.591561% confidence 
line: 3267; - fake tweet; 79.578459% confidence 
line: 3268; - fake tweet; 89.567119% confidence 
line: 3269; - real tweet; 62.291646% confidence 
line: 3271; - fake tweet; 99.560589% confidence 
line: 3272; - fake tweet; 75.542849% confidence 
line: 3273; - fake tweet; 99.670827% confidence 
line: 3279; - fake tweet; 87.816876% confidence 
line: 3290; - fake tweet; 96.840471% confidence 
line: 3291; - fake tweet; 93.341196% confidence 
line: 3293; - fake tweet; 71.804953% confidence 
line: 3294; - fake tweet; 99.909496% confidence 
line: 3298; - fake tweet; 99.225438% confidence 
line: 3305; - real tweet; 98.447359% confidence 
line: 3306; - fake tweet; 94.577092% confidence 
line: 3307; - fake tweet; 97.437108% confidence 
line: 3310; - fake tweet; 97.464097% confidence 
line: 3313; - fake tweet; 97.593713% confidence 
line: 3314; - fake tweet; 97.464097% confidence 
line: 3315; - fake tweet; 88.264382% confidence 
line: 3316; - fake tweet; 97.127330% confidence 
line: 3321; - fake tweet; 94.898707% confidence 
line: 3325; - fake tweet; 85.523236% confidence 
line: 3326; - fake tweet; 96.360785% confidence 
line: 3327; - fake tweet; 99.534285% confidence 
line: 3330; - fake tweet; 94.898707% confidence 
line: 3331; - fake tweet; 95.065194% confidence 
line: 3332; - fake tweet; 83.169031% confidence 
line: 3333; - fake tweet; 86.002094% confidence 
line: 3343; - fake tweet; 93.039811% confidence 
line: 3344; - fake tweet; 97.675085% confidence 
line: 3348; - fake tweet; 99.090439% confidence 
line: 3349; - fake tweet; 97.464097% confidence 
line: 3350; - fake tweet; 99.195439% confidence 
line: 3352; - fake tweet; 99.986386% confidence 
line: 3353; - fake tweet; 95.371598% confidence 
line: 3354; - fake tweet; 97.498190% confidence 
line: 3358; - fake tweet; 80.204195% confidence 
line: 3360; - fake tweet; 76.583242% confidence 
line: 3366; - fake tweet; 93.515462% confidence 
line: 3371; - fake tweet; 61.203098% confidence 
line: 3374; - fake tweet; 94.841111% confidence 
line: 3375; - fake tweet; 88.264382% confidence 
line: 3378; - real tweet; 53.662258% confidence 
line: 3382; - fake tweet; 91.893989% confidence 
line: 3384; - fake tweet; 99.962986% confidence 
line: 3385; - fake tweet; 75.237447% confidence 
line: 3386; - fake tweet; 85.523236% confidence 
line: 3392; - fake tweet; 80.217081% confidence 
line: 3399; - fake tweet; 97.606814% confidence 
line: 3407; - fake tweet; 88.620967% confidence 
line: 3409; - fake tweet; 88.620967% confidence 
line: 3416; - real tweet; 99.503881% confidence 
line: 3420; - fake tweet; 89.008617% confidence 
line: 3422; - real tweet; 99.961460% confidence 
line: 3424; - fake tweet; 88.620967% confidence 
line: 3426; - real tweet; 92.757559% confidence 
line: 3427; - fake tweet; 98.071676% confidence 
line: 3434; - fake tweet; 99.725997% confidence 
line: 3438; - fake tweet; 88.620967% confidence 
line: 3441; - fake tweet; 91.575134% confidence 
line: 3442; - fake tweet; 90.645361% confidence 
line: 3443; - fake tweet; 93.560833% confidence 
line: 3444; - real tweet; 92.140716% confidence 
line: 3449; - fake tweet; 98.071676% confidence 
line: 3453; - real tweet; 99.914289% confidence 
line: 3454; - fake tweet; 51.450920% confidence 
line: 3456; - fake tweet; 90.645361% confidence 
line: 3457; - fake tweet; 95.863748% confidence 
line: 3458; - fake tweet; 85.523236% confidence 
line: 3461; - real tweet; 99.587017% confidence 
line: 3467; - fake tweet; 92.680943% confidence 
line: 3479; - fake tweet; 90.645361% confidence 
line: 3488; - fake tweet; 95.863748% confidence 
line: 3491; - fake tweet; 92.680943% confidence 
line: 3496; - fake tweet; 69.644588% confidence 
line: 3502; - fake tweet; 90.645361% confidence 
line: 3507; - real tweet; 99.834502% confidence 
line: 3511; - fake tweet; 90.645361% confidence 
line: 3515; - real tweet; 99.994075% confidence 
line: 3516; - fake tweet; 90.645361% confidence 
line: 3538; - fake tweet; 54.870927% confidence 
line: 3539; - real tweet; 99.649400% confidence 
line: 3541; - real tweet; 99.883240% confidence 
line: 3545; - real tweet; 93.200845% confidence 
line: 3546; - real tweet; 99.994075% confidence 
line: 3547; - real tweet; 89.945436% confidence 
line: 3551; - real tweet; 99.991083% confidence 
line: 3553; - fake tweet; 80.204195% confidence 
line: 3556; - fake tweet; 92.680943% confidence 
line: 3558; - fake tweet; 95.643473% confidence 
line: 3559; - fake tweet; 85.523236% confidence 
line: 3561; - fake tweet; 98.648900% confidence 
line: 3562; - fake tweet; 95.923424% confidence 
line: 3563; - fake tweet; 88.876438% confidence 
line: 3564; - fake tweet; 99.043345% confidence 
line: 3571; - fake tweet; 89.994889% confidence 
line: 3574; - fake tweet; 92.273146% confidence 
line: 3576; - fake tweet; 89.857692% confidence 
line: 3577; - real tweet; 97.349924% confidence 
line: 3579; - fake tweet; 85.298520% confidence 
line: 3580; - fake tweet; 84.843898% confidence 
line: 3586; - fake tweet; 97.645628% confidence 
line: 3590; - fake tweet; 80.204195% confidence 
line: 3599; - fake tweet; 60.339630% confidence 
line: 3600; - fake tweet; 89.085174% confidence 
line: 3601; - fake tweet; 98.223662% confidence 
line: 3605; - fake tweet; 69.644588% confidence 
line: 3606; - fake tweet; 95.357490% confidence 
line: 3612; - fake tweet; 97.366333% confidence 
line: 3614; - fake tweet; 77.316153% confidence 
line: 3615; - fake tweet; 99.100447% confidence 
line: 3616; - fake tweet; 90.645361% confidence 
line: 3620; - fake tweet; 97.602195% confidence 
line: 3622; - fake tweet; 99.926299% confidence 
line: 3624; - fake tweet; 98.658246% confidence 
line: 3630; - fake tweet; 98.889637% confidence 
line: 3644; - fake tweet; 94.227725% confidence 
line: 3649; - fake tweet; 90.645361% confidence 
line: 3651; - fake tweet; 98.832315% confidence 
line: 3654; - fake tweet; 78.748083% confidence 
line: 3665; - fake tweet; 96.707535% confidence 
line: 3668; - fake tweet; 99.421495% confidence 
line: 3671; - real tweet; 62.610292% confidence 
line: 3672; - fake tweet; 97.223186% confidence 
line: 3673; - fake tweet; 89.473265% confidence 
line: 3677; - fake tweet; 94.434911% confidence 
line: 3678; - fake tweet; 92.363477% confidence 
line: 3687; - fake tweet; 94.907886% confidence 
line: 3688; - fake tweet; 99.924612% confidence 
line: 3693; - fake tweet; 54.262537% confidence 
line: 3698; - fake tweet; 83.252192% confidence 
line: 3699; - fake tweet; 93.469906% confidence 
line: 3701; - real tweet; 98.528153% confidence 
line: 3703; - fake tweet; 98.642504% confidence 
line: 3706; - fake tweet; 99.577963% confidence 
line: 3707; - fake tweet; 97.638887% confidence 
line: 3709; - fake tweet; 97.366333% confidence 
line: 3711; - fake tweet; 50.968570% confidence 
line: 3714; - fake tweet; 97.625649% confidence 
line: 3716; - fake tweet; 98.571998% confidence 
line: 3720; - real tweet; 97.895205% confidence 
line: 3728; - fake tweet; 66.193527% confidence 
line: 3731; - fake tweet; 99.829727% confidence 
line: 3732; - fake tweet; 90.463042% confidence 
line: 3733; - fake tweet; 94.898707% confidence 
line: 3734; - fake tweet; 79.352564% confidence 
line: 3740; - fake tweet; 98.929149% confidence 
line: 3746; - fake tweet; 98.946196% confidence 
line: 3749; - real tweet; 81.535542% confidence 
line: 3751; - fake tweet; 81.740445% confidence 
line: 3755; - fake tweet; 99.680054% confidence 
line: 3757; - fake tweet; 92.387110% confidence 
line: 3762; - fake tweet; 90.645361% confidence 
line: 3767; - fake tweet; 98.169923% confidence 
line: 3769; - fake tweet; 79.058695% confidence 
line: 3779; - fake tweet; 99.252278% confidence 
line: 3781; - fake tweet; 97.019804% confidence 
line: 3782; - fake tweet; 91.560018% confidence 
line: 3783; - fake tweet; 92.082226% confidence 
line: 3784; - real tweet; 94.505244% confidence 
line: 3790; - fake tweet; 80.204195% confidence 
line: 3791; - real tweet; 86.916590% confidence 
line: 3792; - real tweet; 99.339300% confidence 
line: 3794; - fake tweet; 98.505694% confidence 
line: 3799; - fake tweet; 97.891724% confidence 
line: 3801; - fake tweet; 90.645361% confidence 
line: 3804; - fake tweet; 56.840837% confidence 
line: 3808; - real tweet; 66.885072% confidence 
line: 3809; - fake tweet; 85.463411% confidence 
line: 3811; - fake tweet; 97.275329% confidence 
line: 3813; - real tweet; 61.375940% confidence 
line: 3817; - fake tweet; 60.339630% confidence 
line: 3818; - fake tweet; 98.823816% confidence 
line: 3823; - fake tweet; 88.027030% confidence 
line: 3843; - fake tweet; 90.645361% confidence 
line: 3844; - real tweet; 85.855663% confidence 
line: 3846; - fake tweet; 55.278254% confidence 
line: 3847; - real tweet; 91.841602% confidence 
line: 3852; - real tweet; 76.316470% confidence 
line: 3854; - fake tweet; 79.717147% confidence 
line: 3856; - fake tweet; 98.190767% confidence 
line: 3863; - fake tweet; 76.068038% confidence 
line: 3865; - fake tweet; 90.645361% confidence 
line: 3867; - fake tweet; 51.677090% confidence 
line: 3871; - fake tweet; 79.717147% confidence 
line: 3872; - fake tweet; 79.717147% confidence 
line: 3878; - fake tweet; 79.717147% confidence 
line: 3880; - real tweet; 89.802879% confidence 
line: 3881; - fake tweet; 51.677090% confidence 
line: 3882; - real tweet; 68.386483% confidence 
line: 3883; - fake tweet; 97.826946% confidence 
line: 3884; - fake tweet; 52.852511% confidence 
line: 3885; - fake tweet; 53.901607% confidence 
line: 3886; - fake tweet; 77.526820% confidence 
line: 3890; - fake tweet; 93.804342% confidence 
line: 3891; - fake tweet; 71.305233% confidence 
line: 3898; - real tweet; 99.511874% confidence 
line: 3902; - fake tweet; 61.920327% confidence 
line: 3909; - fake tweet; 76.694876% confidence 
